a_id,average_lenth_from_tweets,average_number_words_per_tweet,average_time_between_tweets,creation_content_sources,creation_date,default_profile,default_profile_image,desviacion_tipica_average_tweet_time,last_24_hours_tweet,lexical_diversity,location,name_length,name_letters_amount,name_numbers_amount,number_of_hashtags,number_of_mentions,number_of_tweets,number_of_urls,percent_negative_tweets,percent_neutral_tweets,percent_positive_tweets,ratio_friends_followers,smog_index,total_number_of_words,total_unique_words,verified
983391611366207489,0,0,0,0,2018-04-09 17:10:05,True,False,0,0,0,True,15,10,5,0,0,0,0,0,0,0,17.0,0,0,0,False
819087649,130.85,12.8,6336750,1,2012-09-12 07:56:43,False,False,28002.723440586986,16,0.660815694373,True,10,6,4,23,94,4191,45,10,60,30,6.96385542169,10.2,1937,1280,False
821166884,101.33333333333333,13.5,27681978333,3,2012-09-13 09:03:36,True,False,50203206.45111824,0,0.910112359551,True,15,15,0,1,2,6,4,0,83,16,34.6,10.1,89,81,False
992791394669547521,89.0,11.3333333333,3162666,1,2018-05-05 15:41:28,True,False,4447.680469138442,0,0.944444444444,True,14,14,0,1,0,3,3,0,100,0,27.0,11.9,36,34,False
973630989716131840,0,0,0,0,2018-03-13 18:44:52,True,False,0,0,0,True,12,12,0,0,0,0,0,0,0,0,13.4444444444,0,0,0,False
863507777863299072,125.0,12.7272727273,3103261727,2,2017-05-13 21:34:32,True,False,11053864.829095956,1,0.786516853933,True,14,6,0,9,2,11,10,0,72,27,5.61666666667,11.6,178,140,False
162822699,115.0,16.0,6628608500,1,2010-07-04 19:52:40,False,False,6626808.5,0,0.761904761905,True,8,4,4,0,2,11,0,0,100,0,99.5,11.2,42,32,False
954263052,99.13333333333334,9.8,103740933,2,2012-11-17 20:29:42,True,False,592696.0395323352,0,0.849710982659,True,11,8,3,6,11,15,13,13,80,6,9.85555555556,11.2,173,147,False
129110901,62.529411764705884,2.88235294118,6662661058,2,2010-04-03 06:09:22,True,False,49287348.44569752,0,0.816666666667,True,9,9,0,0,12,17,8,0,100,0,18.1,9.8,60,49,False
104674956,91.1,6.21,22082570,1,2010-01-14 01:47:01,False,False,54493.52794910603,15,0.565059144677,True,15,7,2,11,94,7044,26,20,40,40,1.72278338945,9.2,1099,621,False
788756229208190976,93.0,13.0,8978496000,2,2016-10-19 14:58:34,True,False,15530304.174245832,3,0.852459016393,True,12,12,0,0,1,4,3,0,50,50,7.4,7.8,61,52,False
965626431702290432,94.6,8.45,5771760,1,2018-02-19 16:37:36,True,False,10569.913382331948,20,0.574048913043,True,11,11,0,7,66,1156,39,10,55,35,1.64308681672,9.0,1472,845,False
985668250989051904,136.95,18.5652173913,222455739,2,2018-04-15 23:56:38,False,False,1332564.6755535086,1,0.816443594646,True,14,14,0,22,1,23,22,0,100,0,16.1777777778,7.2,523,427,False
958253368178237440,124.5,9.87804878049,149117829,1,2018-01-30 08:19:41,False,False,1266734.7979686386,1,0.608108108108,True,14,14,0,16,41,41,27,0,75,25,39.5,10.8,666,405,False
736482616778461184,0,0,0,0,2016-05-28 09:01:53,True,False,0,0,0,True,12,12,0,0,0,0,0,0,0,0,32.0,0,0,0,False
2251905427,25.65,3.79310344828,798857137,1,2013-12-18 12:13:51,True,False,46281.2657811992,0,0.852713178295,True,10,2,1,4,7,29,25,0,95,5,51.1428571429,13.4,129,110,False
775326606848094208,33.0,3.66666666667,40093333,1,2016-09-12 13:34:02,True,False,55913.44765498427,2,1.0,True,9,7,0,0,3,3,0,0,33,66,5.19512195122,7.2,11,11,False
889627032337993728,85.57894736842105,10.2631578947,1451572526,3,2017-07-24 23:23:07,False,False,7669453.616315155,0,0.77380952381,True,7,7,0,1,18,19,5,5,52,42,17.8,9.5,252,195,False
3246639796,44.0,4.625,5700602062,4,2015-05-11 18:16:55,True,False,33931786.865056336,0,0.804347826087,True,12,12,0,2,11,16,5,0,56,43,30.4666666667,10.4,92,74,False
3411802355,74.3157894736842,6.62,216353070,1,2015-08-10 03:31:27,True,False,513652.75142333173,0,0.612395929695,True,12,12,0,4,82,215,50,31,26,42,2.875,9.9,1081,662,False
961905257960763394,34.333333333333336,2.66666666667,993778500,2,2018-02-09 10:10:59,True,False,2689112.9919826104,0,0.888888888889,True,8,7,1,0,5,6,1,0,100,0,231.0,8.8,18,16,False
976887378907459590,95.33333333333333,10.0,15311083,1,2018-03-22 18:24:35,True,False,60829.84736421888,2,0.845070422535,True,14,6,8,4,10,12,6,0,50,50,10.6734693878,11.8,142,120,False
1615176264,114.4,11.1111111111,5208514296,2,2013-07-23 12:53:02,True,False,18557895.415791426,0,0.726392251816,True,15,15,0,19,24,27,3,30,30,40,3.46666666667,9.1,413,300,False
3318460849,99.2,5.95,1389730,1,2015-08-18 06:31:49,True,False,1046.6531170832102,94,0.674603174603,True,13,10,0,27,100,2118,26,0,50,50,2.50920245399,8.7,882,595,False
293681481,96.15,6.92,49179420,3,2011-05-05 19:45:26,True,False,126033.66031559784,1,0.594501718213,True,14,14,0,9,14,3164,91,0,65,35,1.20477682067,12.6,1164,692,False
2904446111,104.65,7.15,628527340,2,2014-12-03 23:28:19,True,False,247595.62127467035,6,0.638392857143,True,8,8,0,13,72,131,52,15,70,15,6.75471698113,8.7,1120,715,False
850592243169808384,132.15,10.625,1345795708,2,2017-04-08 06:12:48,True,False,6442307.552663954,0,0.605700712589,True,10,10,0,10,24,24,14,5,20,75,2.79545454545,13.1,421,255,False
133641552,71.55,3.23,25145460,2,2010-04-16 08:26:35,False,False,113983.66251321942,3,0.660531697342,True,12,12,0,0,2,3861,80,5,50,45,0.0834714657826,15.0,489,323,False
1425345553,84.9,7.19,433598440,1,2013-05-13 11:50:29,False,False,106052.55639185461,1,0.629046369204,True,13,12,1,8,81,189,34,5,95,0,4.33121019108,10.1,1143,719,False
998667706743296000,72.0,10.6,402523800,1,2018-05-21 20:51:50,True,False,902864.4086294686,1,0.828125,True,15,5,1,0,3,5,2,0,100,0,7.48148148148,8.2,64,53,False
991147798933450752,105.35,9.21111111111,40495388,1,2018-05-01 02:50:24,True,False,68043.87041863138,8,0.598124098124,True,14,13,1,11,84,91,26,20,40,40,26.0,10.3,1386,829,False
3291206793,92.45454545454545,9.36363636364,4791362454,2,2015-05-20 12:38:43,True,False,15081350.365452839,0,0.792307692308,True,13,10,3,2,3,13,10,27,54,18,6.1,10.0,130,103,False
2553081024,97.33333333333333,12.3333333333,6537551000,1,2014-06-07 18:36:12,True,False,8820940.825836148,0,0.948717948718,True,12,12,0,0,3,3,2,0,100,0,0,10.1,39,37,False
852410731177811969,95.6,5.08,1332630,1,2017-04-13 06:38:50,True,False,2719.8589388973837,88,0.581235697941,True,14,14,0,1,97,2678,30,20,70,10,4.67621776504,11.6,874,508,False
899319991408906241,100.9,9.95,631808675,2,2017-08-20 17:19:29,True,False,6106232.576295345,3,0.638844301766,True,10,9,1,5,36,40,17,10,45,45,8.20375335121,11.4,623,398,False
914134203507150849,115.625,13.625,95868750,1,2017-09-30 14:25:52,True,False,263207.9007063618,0,0.886178861789,True,11,9,2,3,7,8,4,12,50,37,10.8,10.4,123,109,False
945493410,95.875,11.25,11079752000,2,2012-11-13 09:54:14,False,False,25268409.270576894,0,0.789473684211,True,13,12,1,2,4,9,6,12,37,50,12.6849315068,10.4,114,90,False
887030546513219585,33.75,3.625,1175584875,1,2017-07-17 19:25:37,True,False,9555151.000302915,0,0.844660194175,True,12,12,0,0,23,24,0,0,95,5,1.33333333333,9.1,103,87,False
965790675680686080,41.13333333333333,2.33333333333,415117333,1,2018-02-20 03:30:15,True,False,1472488.4165965614,0,0.777777777778,True,12,5,4,3,9,15,8,0,100,0,1.85714285714,12.3,45,35,False
972100544692027393,38.0,2.0,0,1,2018-03-09 13:23:25,True,False,0.0,1,1.0,True,10,9,1,1,0,1,1,0,100,0,19.5,0,2,2,False
2809219101,85.4,10.8,15937200,1,2014-10-05 22:46:34,True,False,38402.93817717597,0,0.760563380282,True,9,9,0,0,5,5,0,0,20,80,13.875,8.8,71,54,False
828382564557717504,86.15,8.61643835616,565170726,2,2017-02-05 23:19:28,False,False,1279853.0302785395,0,0.698888888889,True,13,13,0,9,31,73,55,5,50,45,4.12765957447,9.5,900,629,False
506046042,117.95,10.36,212143800,1,2012-02-27 16:10:22,True,False,4503169.530027646,3,0.632092739475,True,8,4,4,74,98,1528,94,0,90,10,1.32680722892,7.8,1639,1036,False
32919013,96.8,8.35,1310741830,1,2009-04-18 15:45:56,False,False,23654270.800655045,5,0.542912873862,True,9,7,2,29,24,327,23,30,30,40,4.52830188679,7.7,1538,835,False
723245732421980160,94.4,9.56,45440,1,2016-04-21 20:23:14,False,False,289.98125370444205,25,0.603535353535,True,13,10,3,2,25,25,4,15,40,45,0.0231563947275,8.3,396,239,False
2323973031,71.25,6.92592592593,3367117925,4,2014-02-04 13:48:55,False,False,38884896.73293157,0,0.708333333333,True,9,9,0,8,21,27,20,0,90,10,0,8.6,264,187,False
2640588143,52.13333333333333,6.53333333333,7859127933,2,2014-06-25 12:23:41,True,False,37372561.54572344,0,0.899082568807,True,14,14,0,2,13,15,5,0,100,0,27.4,7.4,109,98,False
2320833574,67.95,6.02,627389200,2,2014-02-02 22:49:09,True,False,10090487.796118898,0,0.515410958904,True,12,5,2,21,90,128,51,0,95,5,9.53846153846,9.5,1168,602,False
858866954,113.75,9.68,334283860,2,2012-10-02 23:20:35,True,False,1241610.3938871243,0,0.5553643144,True,13,5,0,19,97,166,53,5,65,30,5.25,9.9,1743,968,False
1405923104,76.94736842105263,6.68,213552320,1,2013-05-05 19:37:10,False,False,2577191.109545314,2,0.649805447471,True,11,11,0,2,68,5651,40,26,57,15,0.0091103965702,10.0,1028,668,False
793290078097317888,62.27272727272727,6.54545454545,4634685363,1,2016-11-01 03:14:28,False,False,14624242.96565971,2,0.757894736842,True,11,11,0,0,3,11,5,9,63,27,67.5,9.5,95,72,False
966468610343559168,59.15,7.18181818182,201528750,1,2018-02-22 00:24:07,True,False,460718.13633038965,0,0.729792147806,True,13,10,3,4,44,44,13,10,60,30,8.8125,11.6,433,316,False
807201852538359808,116.6,10.4857142857,1215634171,1,2016-12-09 12:34:53,True,False,5451781.7855610885,0,0.663652802893,True,11,11,0,9,31,36,16,5,45,50,2.34640522876,9.3,553,367,False
848079601867816960,97.4,11.9,3677984600,1,2017-04-01 07:48:28,True,False,14986180.660517605,4,0.85,True,12,12,0,7,3,10,6,20,40,40,17.5,9.3,140,119,False
1003442150867128320,89.4,7.58928571429,12412589,1,2018-06-04 01:03:46,True,False,415.8459330088489,28,0.700164744646,True,14,13,1,14,37,56,42,5,70,25,8.04545454545,11.5,607,425,False
